Id,Category
verification_data/00020839.jpg verification_data/00035322.jpg,0.7732999920845032
verification_data/00002921.jpg verification_data/00021567.jpg,0.7222942113876343
verification_data/00011732.jpg verification_data/00006011.jpg,0.5920228362083435
verification_data/00052778.jpg verification_data/00032428.jpg,0.6759487390518188
verification_data/00053948.jpg verification_data/00045401.jpg,0.7142008543014526
verification_data/00011732.jpg verification_data/00007704.jpg,0.6885661482810974
verification_data/00046783.jpg verification_data/00026289.jpg,0.5644633173942566
verification_data/00002921.jpg verification_data/00045273.jpg,0.6159780621528625
verification_data/00002921.jpg verification_data/00044600.jpg,0.6640656590461731
verification_data/00066200.jpg verification_data/00025554.jpg,0.7407575249671936
verification_data/00002921.jpg verification_data/00056354.jpg,0.721823513507843
verification_data/00037063.jpg verification_data/00036167.jpg,0.5998746156692505
verification_data/00050526.jpg verification_data/00054179.jpg,0.7124782800674438
verification_data/00011732.jpg verification_data/00015611.jpg,0.6045759320259094
verification_data/00059674.jpg verification_data/00053613.jpg,0.7194154262542725
verification_data/00041961.jpg verification_data/00005627.jpg,0.601060688495636
verification_data/00032028.jpg verification_data/00041134.jpg,0.7290845513343811
verification_data/00002921.jpg verification_data/00046169.jpg,0.6169186234474182
verification_data/00041961.jpg verification_data/00025094.jpg,0.5526443719863892
verification_data/00002921.jpg verification_data/00052164.jpg,0.7202576398849487
verification_data/00037063.jpg verification_data/00063811.jpg,0.702855110168457
verification_data/00027326.jpg verification_data/00026866.jpg,0.6957176923751831
verification_data/00011732.jpg verification_data/00044627.jpg,0.6463860869407654
verification_data/00046783.jpg verification_data/00032214.jpg,0.7443767189979553
verification_data/00041961.jpg verification_data/00038653.jpg,0.6140839457511902
verification_data/00012422.jpg verification_data/00060890.jpg,0.7499344944953918
verification_data/00042693.jpg verification_data/00041118.jpg,0.7394343614578247
verification_data/00037063.jpg verification_data/00003837.jpg,0.5795498490333557
verification_data/00034670.jpg verification_data/00024820.jpg,0.6652482151985168
verification_data/00006414.jpg verification_data/00007497.jpg,0.7392640709877014
verification_data/00046783.jpg verification_data/00063564.jpg,0.5457154512405396
verification_data/00060107.jpg verification_data/00063012.jpg,0.7018588185310364
verification_data/00057378.jpg verification_data/00045213.jpg,0.7224990129470825
verification_data/00046783.jpg verification_data/00066612.jpg,0.7253122925758362
verification_data/00019922.jpg verification_data/00010557.jpg,0.7212285399436951
verification_data/00041961.jpg verification_data/00057606.jpg,0.569561243057251
verification_data/00011732.jpg verification_data/00066400.jpg,0.6917739510536194
verification_data/00024900.jpg verification_data/00006540.jpg,0.7248804569244385
verification_data/00060107.jpg verification_data/00049374.jpg,0.5932460427284241
verification_data/00002921.jpg verification_data/00021342.jpg,0.642837643623352
verification_data/00014537.jpg verification_data/00019646.jpg,0.7399355173110962
verification_data/00022289.jpg verification_data/00000459.jpg,0.6945087909698486
verification_data/00037063.jpg verification_data/00046695.jpg,0.5965700149536133
verification_data/00041961.jpg verification_data/00021567.jpg,0.5964340567588806
verification_data/00008144.jpg verification_data/00028783.jpg,0.7335017919540405
verification_data/00025428.jpg verification_data/00043148.jpg,0.7789355516433716
verification_data/00011732.jpg verification_data/00064466.jpg,0.6766735315322876
verification_data/00022597.jpg verification_data/00047766.jpg,0.6681889295578003
verification_data/00002921.jpg verification_data/00052925.jpg,0.6838023066520691
verification_data/00062308.jpg verification_data/00043047.jpg,0.7718331217765808
verification_data/00011732.jpg verification_data/00010940.jpg,0.7444474697113037
verification_data/00002425.jpg verification_data/00014525.jpg,0.7148193717002869
verification_data/00060107.jpg verification_data/00038830.jpg,0.6479188799858093
verification_data/00037063.jpg verification_data/00060455.jpg,0.6580985188484192
verification_data/00029277.jpg verification_data/00053692.jpg,0.6941542029380798
verification_data/00015613.jpg verification_data/00024563.jpg,0.7922667264938354
verification_data/00041961.jpg verification_data/00046577.jpg,0.6504480242729187
verification_data/00027340.jpg verification_data/00038568.jpg,0.7293868660926819
verification_data/00068074.jpg verification_data/00001305.jpg,0.780578076839447
verification_data/00063956.jpg verification_data/00031418.jpg,0.7225872874259949
verification_data/00017010.jpg verification_data/00039699.jpg,0.6717226505279541
verification_data/00037063.jpg verification_data/00014452.jpg,0.6109218597412109
verification_data/00005604.jpg verification_data/00049698.jpg,0.6874527931213379
verification_data/00002921.jpg verification_data/00038833.jpg,0.622700035572052
verification_data/00000578.jpg verification_data/00030093.jpg,0.7541723251342773
verification_data/00045387.jpg verification_data/00049279.jpg,0.6987811923027039
verification_data/00031787.jpg verification_data/00018136.jpg,0.7423533201217651
verification_data/00060107.jpg verification_data/00065671.jpg,0.695544421672821
verification_data/00060072.jpg verification_data/00036184.jpg,0.7193596363067627
verification_data/00041961.jpg verification_data/00043631.jpg,0.5700204372406006
verification_data/00034746.jpg verification_data/00062983.jpg,0.7250705361366272
verification_data/00066579.jpg verification_data/00000894.jpg,0.6896154284477234
verification_data/00001074.jpg verification_data/00046433.jpg,0.7742869853973389
verification_data/00021928.jpg verification_data/00060544.jpg,0.79114830493927
verification_data/00011732.jpg verification_data/00053005.jpg,0.6155072450637817
verification_data/00045146.jpg verification_data/00016834.jpg,0.7455677390098572
verification_data/00026785.jpg verification_data/00035733.jpg,0.7457133531570435
verification_data/00060107.jpg verification_data/00001074.jpg,0.7256258726119995
verification_data/00011732.jpg verification_data/00039641.jpg,0.7012149691581726
verification_data/00046783.jpg verification_data/00019388.jpg,0.5544057488441467
verification_data/00002921.jpg verification_data/00054185.jpg,0.759676992893219
verification_data/00001255.jpg verification_data/00011674.jpg,0.8065600991249084
verification_data/00058945.jpg verification_data/00030149.jpg,0.7163259387016296
verification_data/00038493.jpg verification_data/00053122.jpg,0.7565968036651611
verification_data/00041961.jpg verification_data/00061789.jpg,0.5652454495429993
verification_data/00002921.jpg verification_data/00048439.jpg,0.7526893615722656
verification_data/00037063.jpg verification_data/00030858.jpg,0.5842692852020264
verification_data/00002921.jpg verification_data/00063249.jpg,0.6660571098327637
verification_data/00046783.jpg verification_data/00066264.jpg,0.6710072755813599
verification_data/00015639.jpg verification_data/00030678.jpg,0.7462695837020874
verification_data/00036423.jpg verification_data/00056369.jpg,0.710904598236084
verification_data/00060107.jpg verification_data/00061214.jpg,0.7223878502845764
