id,label
0,.prlhkoRdiNlIRAnthDhbOWindOAtDhfrDrendhvDhHol.AndlukthloNDhvisthhvhgaRdhndWok.kaRphthdWiTklOslISEvhndgRAs.hndboRdrdWiTshmRUdhnd.imhtoR.htempt.htRevrI.
1,.DhpwdhpvEprhskhntenstinhWotr.AndDIeR.putinhvylhntAkShntUshplyDhvAk?hm.leftbyDhkandhnsEShn.hvDhmist.RwzizitselfintUhWrldWen.
2,.AndfiRsDwbikhzyfAniS.AnemsInOmoR.
3,.fADhm.siksfIt.
4,.DhveRIhbilhtIhvmhlthbhlpaRts.
5,.AtDhHedhvDhpiNkIzWrgitbisizO.hndbythmbRyd.HUHAdDhpiRhtOnHizSOdr.AndDOWrshpoRtidvykhpthnkoRhlI.AndkAptintintAnt.AndROzhlIDhWic.
6,.yWhzHOpiNDhtifDhpEpranWicHIROtWhzTinshmtREshvitmytkhmTRUhpanDispaliSTrvhs.nyysInhTiN.
7,.RapitinDhlithlthmplrbitWInDhmtRythfoRsDhskWyrdstAndbAk.hndveRIvAlIthlIdtiDIiztUkhmpoRtDhmselvz.
8,.DI?indIhnanolsOTotnhTiNhv.
9,.sivIOWhzDIAdrEShnhvfRAns.AndHrtelhntWhzDhRIlshbkoRt.hvolDhkamhtIz.WhcDhgREtizoTrzROtfrHr.nhspeShlIh.DhplEzhvmeRIvO.foRWiDwtHr.HizkamhtIzWiTnevrHAvgonthpRasteRhtI.
10,.nwfoRWhnlithlHAfwr.SIHAdbinhWumhntokiNtUhbY.mO.natIvinDAt.SIHAdbintokiN.tistokiN.DeRWrnO.rshnzhnvhkavhsEShn.jhstTiNz.WhnTiN.pathn.
11,.yltRyifyynOolDhTiNzy?UzdtinO.
12,.tUzdE.olgist.EtIT.
13,.HrReditI.DhkozhvolaRfolts.
14,.sinslAstTrzdE.y.gip.gisizoR.HAvbinDhlovhlbUlRUhvDhblUkhntRI.bhtnyDid?UrRkaNkrdbykWInSot.yshpozyAmkaNkrtUhnd?UHhvnObUlhRUAtol.
15,.TiNsAdhmysOv.hnevrsInenITiNoSpaphgudhnmen.ifHItudtaminhphndlilinhp.sOykeRIdDislithlfelrHwmhnhbuShlbAskhtWhnnytlesmhp.AndhfsmenthlAvhnEnhnsbuthnHimthgeDr.
16,.AftrDhsdizhpYmhn.ynevrhdeRRhkiNWiTsrthntIonDIinjrmhnthvDhpleZrhgen.itsImzAzifshmfitAlhtIstudbitWIn?IinmI.
17,.feRIkeRfhlIDhmhjiShnRimUvdDispwtr.plEsiNitolthgeDrinhgOldhndiS.HWeRHImikstitWiThgOldhnspUn.
18,.HryzWandrd.tUDhmEdzHAnz.
19,.WyAthNimpRestWiTHhnI.frm.evRIWind.
20,.bht.WIhnyth.EgzAklIWelkhm.
21,.mislEkdiklyndDhkARijthnyt.
22,.DhplEnsHIHAdWhzhveRIgudWhn.DhshnSOnanHim.AzthfReSeRDeRWhzinhfhvDAt.hndRwndHimgRUmenIlaRjsyzdkamRAdz.pynzezWelezfrz.
23,.WicIHAdbAtmAnilnhs.DhndyWhzOnlIilevhn?iRzOld.SI?UzthsE.?UlHAvhfRendanrT.in?uRAmtREch.ifyAmtEkhnfrm?U.prSIAzhkyndHrRt.AndymSuRyvfwnditsO.
24,.sr.yHAvhtinkhmAntUhnfoRm?uRekshlhnsI.Dh?UHAvbhnhpYntidghvrnrhvDhkRwndkanI.WicizkolhdbRithn?Ulh.
25,.AndWhthsoRthvevhdhns.iz.lhjiklIpashbhl.
26,.nOmoRDenDhdAnsiN.
27,.SIHAdolmOstfrgadhnDhtitWhzHIRWiTinthcinsyt.
28,.itWhznatveRImhcpAst.hlevhnDAtmoRniNWenDhpOnIkARijfrmbRAndhn.dRUhpbifoRDhlithlgaRdhnWikit.hvRedhmhntsfoRm.
29,.DhgevrnronHizpaRtbikhmiNdwtfulhvhlhgAlhtI.hvimtvlYiNmhzrImhliShtUhnfoRskAnzhzloz.WhzolsO.Eg?rtUsikk?uRDhHelp.hfedrhltRUps.
30,.HedIsrl.ofhntukDIaprtUnhtI.WenHrAnsbAkWhztrnd.hvlukiNAtDhplIziNRiflekShnhvHrself.inDOzpaliStsrvhsiz.prDIOktEbhl.Whz?Uz?UlItrnd.hp.lykhskRIn.AndWhzmoRfraRnhmhnt.Dhnfr?Uz.AndSIkudsIurselfshmtymz.inDhgREt.Rwnd.p?UtrdiSiz.DeWrREnjdanDhSwz.hbhvDhloNdIldidrtEbhl.oRinDhHabzhvDhgREt.Wic.olWIzSOnlyk.jAspr.
31,.bhtitiznatWiThv?UtidistiNkShnDht?USudkoldthvEdDistAlhnt.if?Ukhnsot?uRanHApInhs.
32,.?Uk.o.hk?Ut.
33,.izspYlzWhnzbestWrk.
34,.fynhlIDhWhnpaRtIWentofigzoltiN.hndDIhDrWhzleftinvishlEShn.hndWr.
35,.hWrdSidnwbIsethbwtDIoRjhnhvlUTrzkamhntRIANghlEShnz.
36,.intoRt.HIbikhmz.EpRamhntfig?r.inWhnhvDhsyhtI.And.ifHIiznatkeRfhl.shmhdIWhlsEsO.
37,.nAnsIzkrlIcestnatkRap.SOninDhshnAndolhvsTikblAkplEtslukt.blAkrbykantRAs.
38,.DisWhzDhfrsthkEZhn.WiDinhjenrEShn.WinshchnenrtEnbhntHAdbingivinhntelmmrst.HAndDIOnlIWen.WiDinDhmemrIhvmAn.WeRDhnEvrzhndkhntRIpIphlHAdbinDIinvytidges.
39,.DenHIpROctit.AndstAndiNanteptOWiDHiznatkREndHIluktinthDhRUm.
40,.OcisDhfrst.tifflAcrIinmyfIiN.AndmygREtmyndmOskiNlIdRiNfidhp.mynyWelnOzWhtWiTHizghst.izgRIn.AndtUHizpAlhtdotpRhpeRDhkhp.EfitbIpYzhnd.tUs.DhleseRfin.lAtmynylhvjit.Andatfrst.bigin.
41,.mhDr.diRfaDr.dUHUmI.
42,.DEdUnatgOWrDIenhmIzhvDhgashphlfrdamhnI.DEgOvrDhkRiShnzaR.
43,.HwmEWIhbtEnRImiShnhvrsinz.
44,.wRkamfhdhns.oRlAkhvkamphdhns.inDIAk?rhsIhvhmemrIemij.mhst.infhndhmhnthlkEsizbIbEst.hpanhkeRhktristikhvDIimhj.itself.sens.WIkAnatAfOktDhpAstbadhlI.AndkhmpeRhntWiTDIpRezhnt.imij.
45,.nwthbedbY.
46,.hndroRdhneRIkhndiShnz.ReDhldzWhzSuRtibIilektid.bhtDhkhmitIpRhpOzdtisAkRhfysHiminoRdrtUilykhpkhnz.
47,.DhnlivrIbikhmzhbnhkSistinIlI.OlHUyRIkWyhdtUWeRit.
48,.DEsImthbItWIalost.bhtyAmnatSuR.
49,.DhpRUfWhzinTRIloNzlips.yHAdleftDhmolthgeDr.
50,.ymhstnOhbwt?U.
51,.WInevrHAdshmenIhvDhmenHAmbifoR.
52,.yHAveRIf?UthlhvmInw.hndyTot.?UmytlhvmI.Az.yHAvbighnthlhv?U.
53,.Wyl?UzsitivencDhfrslitiNkRitUImit.AndnatWhzDisbigOt.RiplydikApthn.pentiNHaRdAzHIHeldfAsthWhnhnDhgOtsHoRnz.
