id,label
0,.frlhkoRdiNlIRenthDhbOWindOAtDhfrDrendhvDhHol.AndlukthloNDhbisthvhgaRdhnWok.kaRphnhd.WiTklOslISEvhngRAsk.AndboRdrdWiTshmRUdhndimhtoRhtemptAttRevrI.
1,.DhpwldhpvEprzkhntenstinhWotr.AndDIeR.phtinhvylhntAkShntUshplyDhvAkhm.leftbyDhkandhnsEShn.hvDhmist.RwzizitselfintUhWrrldWen.
2,.AndfiRsDwbikhzyfAniS.AndAmsInOmuR.
3,.fADhm.stiksfIt.
4,.DhveRIbilhtIhvmhlthbhlpaRts.
5,.AtDhHedhvDhTiNkIzWrgitbisizhl.hndbhtembRyt.HUHAdDhpiRhOnHizSOdr.hndDeRWrshpoRtidbykhpthndkoRhlI.AndkAtshntentAnt.AndROzhlIDhWic.
6,.yWhzHOpiNbhthfDhpEpronWicHIROtWhzTinshmtREshvitmytkhmTRUhpanDispaliSsrvhs.naysInhTiN.
7,.RaphdinDhlithlthmplrbitWInDhmtRythfoRsDhskWyrdtistAndbAk.AndveRIvAlIthlIdiDIiztUkhmpoRtDhmselvz.
8,.DIindIhnyolsOfotnhTiNhv.
9,.sivIhWhzDIAtrEShnhvfRenz.AndHrtAlhntWhzDhRIlshmpoRt.hvolDhkamhtIz.WizDhgREtizokrzROtfrHr.hspeShlIhv.DhplEzhvmARIvOl.foRWiDwt.Hr.HizkamhtIzWhtnevrHAvgonthpRasteRhtI.
10,.DwfoRWhnlithlHAfwr.SIHAdbinhWumhntokiNtUhbY.mO.nAtIvinDAt.SIHAdbintokiN.jistokiN.DeRWrnOprshnzinDhkavrsEShn.jistTiNz.WhnTiN.kathn.
11,.yltRy.ifynOonDhTiNz.y?UstinO.
12,.tUzdEN.alghst.EtEt.
13,.HrReditI.DhkozhvolaRfolts.
14,.sinslAstDrzdE.y.gip.gisHizOR.HAvbinDhlovhlbUDhUhvDhblUkhntRI.DhtnwDAt?UrkhNkrdbykWEnSat.yshpOzyAmkaNkrtinWend?UHAvnObUDhRUAtol.
15,.TiNksAthmysrv.ynevrsInenITiNyspathgudhntmen.ifHItuktymhnhphndWilhnhp.sOykeRIdDislithlfelrHwmhnhbuShlbAskitWoRnytlesmhn.AnndAfstmhnthlevhnEnhntsputHimtigADr.
16,.AftrDisdizhpYRhn.ynevrdeRRhkhnWiTsrthntIonDIindRimhnthvhplhZrhgen.itsImzAzifshmfhtAlhtIstudtIn?UinmI.
